PassengerId,Survived,fSex,fEmbarked,Pclass,Age,SibSp,Parch,Fare,name_title,name_word_length,name_char_length,cabin_first_letter,ticket_category
1203,2,male,C,3,22,0,0,7.225,Mr.,2,14,n,digit
1204,2,male,S,3,36,0,0,7.575,Mr.,2,13,n,other
1205,2,female,Q,3,37,0,0,7.75,Miss.,2,11,n,digit
1206,2,female,C,1,55,0,0,135.6333,Mrs.,4,15,C,PC
1207,2,female,Q,3,17,0,0,7.7333,Miss.,2,12,n,other
1208,2,male,C,1,57,1,0,146.5208,Mr.,3,22,B,PC
1209,2,male,S,2,19,0,0,10.5,Mr.,3,19,n,digit
1210,2,male,S,3,27,0,0,7.8542,Mr.,3,18,n,digit
1211,2,male,S,2,22,2,0,31.5,Mr.,3,21,n,CA
1212,2,male,S,3,26,0,0,7.775,Mr.,3,20,n,digit
1213,2,male,C,3,25,0,0,7.2292,Mr.,2,15,o,digit
1214,2,male,S,2,26,0,0,13,Mr.,2,12,o,digit
1215,2,male,S,1,33,0,0,26.55,Mr.,3,11,n,digit
1216,2,female,S,1,39,0,0,211.3375,Miss.,2,14,n,digit
1217,2,male,S,3,23,0,0,7.05,Mr.,2,8,n,SOTON/OQ
1218,2,female,S,2,12,2,1,39,Miss.,3,19,o,digit
1219,2,male,C,1,46,0,0,79.2,Mr.,3,17,n,PC
1220,2,male,S,2,29,1,0,26,Mr.,3,22,n,digit
1221,2,male,S,2,21,0,0,13,Mr.,2,13,n,digit
1222,2,female,S,2,48,0,2,36.75,Mrs.,5,16,n,CA
1223,2,male,C,1,39,0,0,29.7,Mr.,3,21,o,PC
1224,2,male,C,3,21,0,0,7.225,Mr.,2,13,n,digit
1225,2,female,C,3,19,1,1,15.7417,Mrs.,3,10,n,digit
1226,2,male,S,3,27,0,0,7.8958,Mr.,2,7,n,digit
1227,2,male,S,1,30,0,0,26,Mr.,3,17,C,digit
1228,2,male,S,2,32,0,0,13,Mr.,4,18,n,digit
1229,2,male,C,3,39,0,2,7.2292,Mr.,2,11,n,digit
1230,2,male,S,2,25,0,0,31.5,Mr.,2,14,n,CA
1231,2,male,C,3,10,0,0,7.2292,Master.,2,11,n,digit
1232,2,male,S,2,18,0,0,10.5,Mr.,3,22,n,CA
1233,2,male,S,3,32,0,0,7.5792,Mr.,3,19,n,digit
1234,2,male,S,3,16,1,9,69.55,Mr.,3,14,n,CA
1235,2,female,C,1,58,0,1,512.3292,Mrs.,5,29,B,PC
1236,2,male,S,3,0.83,1,1,14.5,Master.,4,23,n,A/5
1237,2,female,S,3,16,0,0,7.65,Miss.,3,18,n,digit
1238,2,male,S,2,26,0,0,13,Mr.,3,19,n,digit
1239,2,female,C,3,38,0,0,7.2292,Mrs.,4,18,n,digit
1240,2,male,S,2,24,0,0,13.5,Mr.,2,10,n,digit
1241,2,female,S,2,31,0,0,21,Miss.,2,14,n,FCC
1242,2,female,C,1,45,0,1,63.3583,Mrs.,4,18,D,PC
1243,2,male,S,2,25,0,0,10.5,Mr.,3,18,n,FCC
1244,2,male,S,2,18,0,0,73.5,Mr.,2,13,n,SOC
1245,2,male,S,2,49,1,2,65,Mr.,2,12,n,digit
1246,2,female,S,3,0.17,1,2,20.575,Miss.,4,29,n,CA
1247,2,male,S,1,50,0,0,26,Mr.,3,17,E,digit
1248,2,female,S,1,59,2,0,51.4792,Mrs.,4,15,C,digit
1249,2,male,S,3,32,0,0,7.8792,Mr.,2,13,n,digit
1250,2,male,Q,3,21,0,0,7.75,Mr.,2,14,n,digit
1251,2,female,S,3,30,1,0,15.55,Mrs.,4,22,n,digit
1252,2,male,S,3,14.5,8,2,69.55,Master.,3,16,n,CA
1253,2,female,C,2,24,1,1,37.0042,Mrs.,3,12,n,SC/PARIS
1254,2,female,S,2,31,0,0,21,Mrs.,4,13,n,CA
1255,2,male,S,3,27,0,0,8.6625,Mr.,2,11,n,digit
1256,2,female,C,1,25,1,0,55.4417,Mrs.,4,20,E,digit
1257,2,female,S,3,20,1,9,69.55,Mrs.,3,8,n,CA
1258,2,male,C,3,38,1,0,14.4583,Mr.,2,11,n,digit
1259,2,female,S,3,22,0,0,39.6875,Miss.,4,34,n,digit
1260,2,female,C,1,45,0,1,59.4,Mrs.,3,13,n,digit
1261,2,male,C,2,29,0,0,13.8583,Mr.,4,21,n,SC/PARIS
1262,2,male,S,2,21,1,0,11.5,Mr.,2,10,n,digit
1263,2,female,C,1,31,0,0,134.5,Miss.,3,16,E,digit
1264,2,male,S,1,49,0,0,0,Mr.,3,16,B,digit
1265,2,male,S,2,44,0,0,13,Mr.,3,15,n,digit
1266,2,female,S,1,54,1,1,81.8583,Mrs.,3,15,o,digit
1267,2,female,C,1,45,0,0,262.375,Miss.,3,15,n,PC
1268,2,female,S,3,22,2,0,8.6625,Miss.,2,9,n,digit
1269,2,male,S,2,21,0,0,11.5,Mr.,3,21,n,digit
1270,2,male,S,1,55,0,0,50,Mr.,3,20,C,digit
1271,2,male,S,3,5,4,2,31.3875,Master.,3,16,n,digit
1272,2,male,Q,3,29,0,0,7.75,Mr.,2,15,n,digit
1273,2,male,Q,3,26,0,0,7.8792,Mr.,2,11,n,digit
1274,2,female,S,3,23,0,0,14.5,Mrs.,3,12,n,digit
1275,2,female,S,3,19,1,0,16.1,Mrs.,3,11,n,digit
1276,2,male,S,2,25,0,0,12.875,Mr.,3,23,n,SC/PARIS
1277,2,female,S,2,24,1,2,65,Miss.,2,10,n,digit
1278,2,male,S,3,24,0,0,7.775,Mr.,4,22,n,digit
1279,2,male,S,2,57,0,0,13,Mr.,2,9,n,digit
1280,2,male,Q,3,21,0,0,7.75,Mr.,2,14,n,digit
1281,2,male,S,3,6,3,1,21.075,Master.,3,16,n,digit
1282,2,male,S,1,23,0,0,93.5,Mr.,3,19,B,digit
1283,2,female,S,1,51,0,1,39.4,Mrs.,4,12,D,PC
1284,2,male,S,3,13,0,2,20.25,Master.,3,18,n,CA
1285,2,male,S,2,47,0,0,10.5,Mr.,2,14,n,CA
1286,2,male,S,3,29,3,1,22.025,Mr.,2,18,n,digit
1287,2,female,S,1,18,1,0,60,Mrs.,4,17,C,digit
1288,2,male,Q,3,24,0,0,7.25,Mr.,2,14,n,digit
1289,2,female,C,1,48,1,1,79.2,Mrs.,3,26,B,digit
1290,2,male,S,3,22,0,0,7.775,Mr.,3,23,n,digit
1291,2,male,Q,3,31,0,0,7.7333,Mr.,3,17,n,digit
1292,2,female,S,1,30,0,0,164.8667,Miss.,2,15,C,digit
1293,2,male,S,2,38,1,0,21,Mr.,2,9,n,digit
1294,2,female,C,1,22,0,1,59.4,Miss.,3,21,n,digit
1295,2,male,S,1,17,0,0,47.1,Mr.,3,15,n,digit
1296,2,male,C,1,43,1,0,27.7208,Mr.,3,21,D,digit
1297,2,male,C,2,20,0,0,13.8625,Mr.,3,14,D,SC/PARIS
1298,2,male,S,2,23,1,0,10.5,Mr.,3,18,n,digit
1299,2,male,C,1,50,1,1,211.5,Mr.,3,19,C,digit
1300,2,female,Q,3,25,0,0,7.7208,Miss.,3,22,n,digit
1301,2,female,S,3,3,1,1,13.775,Miss.,2,17,n,SOTON/OQ
1302,2,female,Q,3,13,0,0,7.75,Miss.,2,14,n,digit
1303,2,female,Q,1,37,1,0,90,Mrs.,4,20,C,digit
1304,2,female,S,3,28,0,0,7.775,Miss.,3,21,n,digit
1305,2,male,S,3,30,0,0,8.05,Mr.,2,12,n,other
1306,2,female,C,1,39,0,0,108.9,Nobility,4,18,C,PC
1307,2,male,S,3,38.5,0,0,7.25,Mr.,3,21,n,SOTON/OQ
1308,2,male,S,3,26,0,0,8.05,Mr.,2,13,n,digit
1309,2,male,C,3,0.33,1,1,22.3583,Master.,3,13,n,digit
